id,prediction
338,8305.443
339,19116.89
340,10458.093
341,14886.032
342,161297.66
343,8802.843
344,145445.5
345,133148.02
346,85902.23
347,8450.499
348,57510.844
349,7490.8423
350,10920.638
351,8591.576
352,13512.552
353,5666.1426
354,7553.4937
355,8429.632
356,4379.073
357,51220.293
358,5222.616
359,7544.846
360,21826.234
361,6072.2925
362,14250.2
363,10511.323
364,12474.532
365,13415.968
366,6844.1895
367,26549.895
368,62485.395
369,7497.014
370,13157.121
371,17621.705
372,7480.2944
373,10387.0205
374,6807.8765
375,8696.678
376,5025.8384
377,8738.258
378,107890.56
379,8059.949
380,8270.347
381,8356.874
382,8956.289
383,340703.7
384,7351.3833
385,10544.651
386,106558.47
387,8918.697
388,16224.528
389,4772.8184
390,9523.341
391,7849.744
392,9328.195
393,7812.5166
394,11523.649
395,6620.1396
396,28635.81
397,10454.068
398,10540.172
399,8212.319
400,5835.5938
401,14256.733
402,45102.152
403,20514.95
404,4782.789
405,37951.63
406,6115.884
407,6093.738
408,8935.621
409,4392.4033
410,121589.984
411,8478.783
412,36330.746
413,10459.11
414,13551.976
415,6428.3823
416,21015.096
417,6545.263
418,7105.6787
419,12997.056
420,86608.125
421,63672.48
422,13449.853
423,8641.491
424,52179.395
425,2964.8015
426,7924.1772
427,9114.061
428,11133.856
429,7362.273
430,20823.152
431,5424.9854
432,10306.58
433,256688.17
434,5365.7183
435,15697.694
436,8093.517
437,20303.098
438,4875.9585
439,35930.383
440,21379.723
441,9416.338
442,7136.52
443,6923.557
444,13240.566
445,6574.596
446,13501.7705
447,6191.337
448,158253.83
449,149539.72
450,6134.0347
451,10774.804
452,51391.168
453,8524.603
454,8341.645
455,112015.49
456,9356.415
457,5451.4697
458,15046.874
459,7370.9785
460,74623.32
461,8049.4194
462,6953.098
463,256688.17
464,6262.4546
465,4777.064
466,4139.208
467,5546.4175
468,7520.549
469,19724.033
470,9426.212
471,10176.181
472,9966.049
473,4525.3076
474,6479.2275
475,81495.984
476,16936.473
477,11392.22
478,16845.572
479,4545.076
480,15676.929
481,8679.413
482,107154.63
483,39160.777
484,18204.959
485,7129.0005
486,5433.255
487,4431.5864
488,8331.456
489,34274.477
490,4659.6
491,28000.305
492,11630.426
493,12601.324
494,12765.867
495,5831.2017
496,16367.417
497,12767.799
498,7243.373
499,26924.15
500,10128.56
501,4927.1753
502,9227.4795
503,6121.104
504,8538.639
505,23162.639
506,19721.066
507,12079.75
508,6798.676
509,8264.183
510,156545.48
511,6359.3906
512,99198.0
513,10137.796
514,7410.2236
515,23979.271
516,4699.8384
517,15766.744
518,13838.926
519,45031.062
520,5325.508
521,3797.112
522,141407.36
523,52908.85
524,159984.61
525,6785.611
526,8756.911
527,124631.74
528,4602.2197
529,5282.032
530,25548.37
531,11738.919
532,5150.7383
533,9355.918
534,5382.033
535,10623.371
536,89572.27
537,202696.02
538,5860.9395
539,7792.8315
540,8915.776
541,8349.764
542,8245.259
543,7210.12
544,170588.23
545,65893.305
546,7726.899
547,11648.878
548,5216.052
549,12411.679
550,6134.0537
551,7138.8125
552,26579.36
553,5136.3906
554,149050.9
555,5072.174
556,6235.5054
557,7054.143
558,267131.62
559,21226.953
560,4188.164
561,7804.6406
562,31693.979
563,6439.8315
564,7534.9536
565,6481.455
566,58704.58
567,9945.919
568,11925.585
569,3782.255
570,14267.18
571,7343.7275
572,14286.319
573,7787.675
574,5372.8843
575,7295.676
576,3542.625
577,37325.527
578,13456.061
579,10742.59
580,6979.58
581,53789.52
582,6091.7354
583,69884.86
584,54398.64
585,9038.772
586,12290.215
587,34037.527
588,10926.068
589,6579.0195
590,6258.413
591,6645.626
592,17142.102
593,29632.309
594,6072.6157
595,10796.583
596,9155.329
597,8979.467
598,6155.1455
599,7430.8667
600,5516.145
601,12064.945
602,8234.272
603,6309.0923
604,6318.8955
605,15197.105
606,11556.106
607,6428.2847
608,169621.66
609,5813.5083
610,6267.207
611,16240.24
612,88878.445
613,48158.45
614,9364.756
615,10865.563
616,210140.28
617,13039.448
618,10973.753
619,177266.84
620,53754.836
621,6989.9014
622,8445.618
623,52159.215
624,9191.008
625,8051.6753
626,10809.471
627,7757.799
628,5582.9805
629,12002.005
630,5800.4004
631,6976.4966
632,186469.12
633,10011.552
634,34458.03
635,4841.179
636,7781.559
637,28751.398
638,12952.365
639,12471.178
640,18932.861
641,5255.7266
642,6910.6694
643,9025.841
644,12234.995
645,5494.41
646,3985.687
647,22131.41
648,41022.5
649,11542.281
650,6623.664
651,6070.1284
652,6221.7446
653,10578.417
654,13603.206
655,6551.293
656,3121.1135
657,27729.715
658,5543.5947
659,8154.1562
660,22962.375
661,7485.0674
662,9560.017
663,69677.5
664,9436.882
665,4939.8364
666,10574.944
667,4966.8667
668,22334.926
669,5479.1694
670,41351.004
671,5175.56
672,8976.43
673,6927.4263
674,5177.898
675,56553.625
676,8532.213
677,4990.0825
678,8593.09
679,11878.667
680,93144.33
681,5227.9556
682,6815.7446
683,10014.697
684,5711.302
685,6231.0684
686,27756.87
687,19783.482
688,7083.9775
689,10611.889
690,5166.9946
691,6622.5293
692,8255.836
693,99927.7
694,141837.44
695,5749.0938
696,32609.266
697,7930.1113
698,13347.317
699,5544.2944
700,7084.519
701,6423.5547
702,5062.819
703,76117.83
704,5566.1323
705,7632.0117
706,11594.845
707,12556.419
708,4844.393
709,11176.6
710,11394.975
711,8261.116
712,6242.772
713,5924.6265
714,5734.079
715,98399.39
716,5652.528
717,6287.332
718,9038.891
719,61657.9
720,7519.882
721,8228.43
722,236133.88
723,19131.318
724,10191.112
725,6773.763
726,7785.0547
727,5821.6616
728,5452.3867
729,6081.9697
730,7428.6104
731,6959.481
732,3317.0757
733,7073.319
734,9857.661
735,63261.477
736,4934.875
737,9225.392
738,74688.25
739,9736.5625
740,14536.824
741,14341.098
742,6219.135
743,6037.256
744,28959.314
745,16694.176
746,12283.562
747,8967.428
748,6938.329
749,9391.586
750,5006.973
751,29263.268
752,8450.499
753,8577.925
754,9769.075
755,7824.6763
756,12496.804
757,6193.9976
758,15128.08
759,16086.758
760,7425.341
761,20519.59
762,7700.971
763,13438.013
764,8004.571
765,7718.9907
766,7551.291
767,7701.412
768,9368.6045
769,12012.145
770,153335.36
771,6781.5205
772,13751.756
773,45123.195
774,7111.1577
775,6066.4395
776,9460.175
777,5410.0127
778,19638.127
779,6453.7007
780,6275.383
781,9002.099
782,66359.984
783,6143.305
784,7950.779
785,4258.9717
786,7590.472
787,8047.1406
788,189880.45
789,10237.991
790,14327.518
791,6961.841
792,19915.309
793,12076.363
794,10011.07
795,16576.773
796,8198.647
797,6186.178
798,7546.4224
799,6498.295
800,84238.664
801,173768.86
802,12381.972
803,8031.1875
804,9475.885
805,8712.6875
806,4667.5376
807,3837.2856
808,8296.868
809,17974.45
810,84626.484
811,4879.711
812,7215.1543
813,12390.132
814,9785.261
815,13455.215
816,12629.072
817,6539.363
818,8115.2134
819,14716.178
820,20366.518
821,15264.349
822,11633.996
823,8299.621
824,3798.5723
825,37557.99
826,26192.5
827,6494.6597
828,6105.31
829,12211.598
830,11379.408
831,6661.733
832,12310.948
833,7898.5454
834,9455.993
835,12008.805
836,5113.7812
837,55542.44
838,11444.432
839,10078.158
840,11070.984
841,7864.2534
842,10283.985
843,6806.9766
844,7097.6177
845,27623.26
846,5479.1885
847,13737.271
848,6541.9355
849,124605.77
850,15709.158
851,10341.837
852,6172.2993
853,8477.125
854,49267.816
855,7138.0005
856,60986.305
857,192264.69
858,8113.39
859,8812.803
860,18282.992
861,7097.3125
862,7778.8438
863,28011.006
864,15751.735
865,4759.586
866,8469.575
867,10512.628
868,223390.47
869,86876.62
870,28050.56
871,10562.451
872,7985.807
873,6075.836
874,53154.535
875,12579.74
876,11641.233
877,9917.648
878,8174.3433
879,6022.032
880,7908.5503
881,6676.977
882,11096.377
883,13454.119
884,39505.72
885,166997.06
886,6359.468
887,54420.758
888,1671.1926
889,192686.8
890,6207.022
891,5693.3525
892,46088.83
893,9963.116
894,6458.0786
895,4011.0457
896,11382.047
897,13233.428
898,10993.571
899,14897.552
900,8138.63
901,8052.9565
902,7407.43
903,6126.8896
904,35948.082
905,101931.82
906,3245.441
907,27271.152
908,7431.269
909,10975.396
910,11517.387
911,5182.7153
912,7841.3423
913,7904.2266
914,6695.627
915,15256.721
916,13178.543
917,32879.305
918,10304.162
919,9231.442
920,12181.387
921,28382.94
922,9268.604
923,7906.0894
924,9413.179
925,14680.7295
926,18624.543
927,19891.389
928,56228.02
929,3375.7646
930,7692.352
931,8633.417
932,20292.43
933,6008.2324
934,8113.503
935,10998.429
936,9140.748
937,5663.2446
938,6451.9844
939,4683.1396
940,23642.941
941,8542.188
942,20263.73
943,9173.158
944,105667.33
945,3879.104
946,17612.379
947,23210.9
948,7509.534
949,7128.6245
950,5886.285
951,8733.499
952,8015.789
953,8824.948
954,6814.936
955,20598.98
956,7715.656
957,7000.025
958,58758.12
959,12864.719
960,4659.3853
961,11314.367
962,8808.899
963,62157.074
964,5529.8955
965,6800.7427
966,100453.055
967,6868.0005
968,8050.752
969,9471.518
970,8275.3125
971,78986.4
972,6881.569
973,22777.986
974,143363.48
975,5286.5156
976,146997.94
977,121268.19
978,6332.4155
979,6051.816
980,6693.925
981,7023.2686
982,5986.4224
983,6630.343
984,7258.0254
985,10195.265
986,5586.53
987,7059.683
988,6487.1274
989,18725.541
990,7775.208
991,2969.3804
992,6487.156
993,7412.447
994,8560.177
995,5903.608
996,9057.599
997,7532.764
998,7677.522
999,5945.341
1000,284286.56
1001,85296.79
1002,6105.6484
1003,7776.2266
1004,5025.2485
1005,5605.652
1006,4747.9966
1007,9410.333
1008,10663.155
1009,15157.129
1010,37841.1
1011,9309.627
1012,49977.863
1013,98128.87
1014,5733.7354
1015,7227.5386
1016,27117.666
1017,3261.3376
1018,6263.127
1019,10741.427
1020,39309.84
1021,7823.6973
1022,7339.478
1023,7099.7427
1024,7845.322
1025,7184.6797
1026,18515.357
1027,10367.77
1028,10124.286
1029,6273.027
1030,6338.7134
1031,80624.44
1032,4460.8833
1033,5851.4478
1034,58828.36
1035,3817.1748
1036,8917.536
1037,45796.812
1038,10394.295
1039,9951.268
1040,8157.734
1041,33388.543
1042,8648.458
1043,5859.384
1044,11826.285
1045,10516.398
1046,11261.001
1047,3965.1733
1048,30356.936
1049,7142.7783
1050,6210.808
1051,19030.217
1052,7362.303
1053,13831.754
1054,30767.01
1055,16606.686
1056,52808.11
1057,12289.209
1058,7705.754
1059,8898.218
1060,4763.906
1061,6699.0415
1062,11441.529
1063,9812.936
1064,48381.75
1065,5741.6675
1066,149338.16
1067,6475.9053
1068,94772.36
1069,10757.956
1070,33727.555
1071,14012.35
1072,5921.898
1073,7228.1025
1074,17327.77
1075,6196.009
1076,13760.042
1077,28525.217
1078,15956.899
1079,8021.036
1080,7787.129
1081,5562.058
1082,80592.27
1083,7512.032
1084,14219.648
1085,6840.083
1086,29067.312
1087,10868.695
1088,47626.055
1089,7166.9395
1090,8944.942
1091,7597.119
1092,8983.671
1093,11622.492
1094,8731.783
1095,194922.69
1096,7964.536
1097,7365.3896
1098,6740.6333
1099,7631.0474
1100,6257.446
1101,7983.65
1102,5385.6685
1103,12881.388
1104,178960.73
1105,5491.1934
1106,8136.4497
1107,1881.9591
1108,130411.38
1109,5040.8394
1110,6847.2383
1111,125271.5
1112,9006.452
1113,97733.234
1114,8824.519
1115,5647.328
1116,179737.86
1117,9139.281
1118,2990.7354
1119,3941.4204
1120,12299.471
1121,28578.787
1122,10911.517
1123,7570.178
1124,8768.365
1125,5560.8384
1126,5254.803
1127,10629.703
1128,4990.738
1129,6593.857
1130,7462.544
1131,4307.7627
1132,60543.168
1133,7345.095
1134,9540.676
1135,33038.9
1136,43361.668
1137,8221.675
1138,3743.4392
1139,6907.5024
1140,7495.999
1141,8208.782
1142,5832.397
1143,28995.268
1144,6597.023
1145,6781.0425
1146,5241.3784
1147,6231.3296
1148,12342.072
1149,12882.368
1150,21708.762
1151,11777.206
1152,8347.329
1153,20440.791
1154,8057.4585
1155,5800.635
1156,7955.4883
1157,6354.712
1158,27319.666
1159,11894.229
1160,11247.964
1161,27390.076
1162,6594.498
1163,11798.436
1164,8466.768
1165,6248.6743
1166,33559.11
1167,6583.6147
1168,6436.022
1169,10420.146
1170,6856.658
1171,7303.5273
1172,9845.54
1173,20953.45
1174,34561.492
1175,43807.547
1176,6234.6826
1177,9014.609
1178,11263.762
1179,10351.773
1180,7638.3833
1181,36424.47
1182,6968.707
1183,45231.64
1184,67971.59
1185,53154.37
1186,10140.717
1187,7014.7007
1188,9280.105
1189,7673.9326
1190,5969.213
1191,15949.471
1192,9114.041
1193,7128.56
1194,12505.343
1195,21476.688
1196,6052.8374
1197,9162.311
1198,77233.875
1199,63250.12
1200,8942.818
1201,9838.693
1202,17865.89
1203,6329.7285
1204,8161.54
1205,49806.14
1206,8459.71
1207,18417.42
1208,9051.35
1209,7101.755
1210,44489.715
1211,9727.722
1212,85171.45
1213,40876.9
1214,199160.1
1215,6757.235
1216,3324.8213
1217,61248.586
1218,6666.6265
1219,44037.863
1220,7414.041
1221,4109.661
1222,6869.511
1223,6801.78
1224,41332.477
1225,53475.44
1226,9038.772
1227,79761.85
1228,7085.132
1229,5624.231
1230,4932.7573
1231,9024.155
1232,250834.31
1233,4276.4834
1234,9099.539
1235,12943.486
1236,6754.554
1237,8258.165
1238,7769.01
1239,5933.7856
1240,143633.9
1241,14429.034
1242,11159.956
1243,190521.9
1244,15039.641
1245,7055.4067
1246,16848.568
1247,104594.26
1248,24802.773
1249,15347.016
1250,53247.473
1251,5107.2847
1252,7945.6353
1253,8849.892
1254,6382.659
1255,12323.379
1256,89950.77
1257,26367.896
1258,5824.466
1259,11904.72
1260,6571.4175
1261,39795.09
1262,85303.984
1263,8256.9375
1264,14402.614
1265,87910.44
1266,6786.916
1267,25681.1
1268,5783.3657
1269,9664.885
1270,7696.43
1271,22149.87
1272,12365.838
1273,5461.239
1274,112200.06
1275,5979.5957
1276,51141.83
1277,12566.147
1278,8621.98
1279,27645.643
1280,9314.11
1281,6281.469
1282,7172.949
1283,7662.713
1284,23280.908
1285,8197.007
1286,21058.893
1287,8441.135
1288,104120.57
1289,7862.81
1290,6678.736
1291,4404.761
1292,6284.021
1293,4443.4287
1294,10968.328
1295,7997.112
1296,73492.04
1297,5778.215
1298,6794.0527
1299,5798.652
1300,14099.103
1301,61458.96
1302,8298.146
1303,11135.779
1304,7380.5894
1305,7405.383
1306,8865.701
1307,131601.72
1308,19403.914
1309,11863.374
1310,17457.498
1311,13623.045
1312,12360.34
1313,6580.2627
1314,8297.343
1315,5791.535
1316,57359.562
1317,8843.58
1318,14932.995
1319,9174.203
1320,5704.2393
1321,337122.56
1322,8792.995
1323,4771.4126
1324,36018.953
1325,12117.006
1326,62734.14
1327,8435.924
1328,3889.4336
1329,9455.788
1330,7548.213
1331,13512.947
1332,50181.55
1333,8069.696
1334,5286.1274
1335,117978.87
1336,4996.795
1337,33815.49
1338,13267.166
1339,40540.82
1340,248238.53
1341,7501.6675
1342,178055.16
1343,7905.7007
1344,14513.378
1345,8125.5015
1346,6714.955
1347,6285.083
1348,12880.965
1349,8031.873
1350,5683.552
1351,27802.201
1352,6263.372
1353,5169.504
1354,13035.771
1355,13414.916
1356,11294.045
1357,7714.841
1358,21144.393
1359,7505.3384
1360,9535.87
1361,8481.902
1362,13629.471
1363,59122.3
1364,7480.729
1365,21461.334
1366,21418.52
1367,5714.2554
1368,7885.6733
1369,8122.942
1370,6214.0537
1371,6201.7964
1372,6102.2334
1373,5547.028
1374,7469.3965
1375,7992.8057
1376,5805.0576
1377,18607.34
1378,7538.836
1379,7007.4736
1380,23343.127
1381,7475.5273
1382,41667.56
1383,6966.583
1384,11823.201
1385,16653.643
1386,7192.4287
1387,29207.916
1388,14402.365
1389,80900.56
1390,15565.936
1391,5999.3896
1392,10532.51
1393,7152.95
1394,5083.138
1395,6191.077
1396,8474.831
1397,115950.15
1398,11068.856
1399,6197.6714
1400,21795.643
1401,6122.065
1402,11868.805
1403,38814.992
1404,10124.017
1405,31651.953
1406,4138.333
1407,36503.316
1408,12405.149
1409,7532.806
1410,10355.129
1411,5865.522
1412,2811.5427
1413,8773.484
1414,6306.77
1415,10620.78
1416,12999.06
1417,15310.337
1418,7282.481
1419,7089.6035
1420,17833.566
1421,7394.255
1422,8262.918
1423,9131.34
1424,6110.536
1425,24341.56
1426,5277.796
1427,3570.7336
1428,94538.67
1429,57095.504
1430,7943.836
1431,28261.12
1432,12733.999
1433,12164.1455
1434,7499.246
1435,76941.516
1436,7355.6016
1437,5041.059
1438,45140.832
1439,16923.064
1440,6793.63
1441,6604.182
1442,4933.653
1443,5912.7065
1444,8613.831
1445,6496.5693
1446,5662.3794
1447,32552.926
1448,6636.0957
1449,15344.306
1450,4873.9824
1451,7727.4966
1452,43636.38
1453,11026.574
1454,6923.3867
1455,28236.068
1456,7223.7056
1457,7850.959
1458,249981.44
1459,44995.355
1460,7165.679
1461,6706.5933
1462,4724.2324
1463,11174.269
1464,15444.2295
1465,18965.506
1466,6739.8774
1467,6863.6226
1468,11938.465
1469,7295.8193
1470,17972.81
1471,7683.134
1472,7118.71
1473,7158.056
1474,26547.137
1475,5082.7324
1476,9786.241
1477,19589.725
1478,3967.938
1479,16704.664
1480,7899.9316
1481,36944.977
1482,12342.669
1483,7603.0327
1484,6910.832
1485,7881.332
1486,4490.7764
1487,22307.469
1488,5866.4053
1489,60275.54
1490,153847.62
1491,27946.898
1492,8221.196
1493,5687.735
1494,3928.43
1495,61765.836
1496,4576.442
1497,6251.648
1498,12353.812
1499,6954.617
1500,8599.366
1501,28665.781
1502,7878.0947
1503,8796.061
1504,9816.392
1505,72868.9
1506,307169.16
1507,7839.7163
1508,6069.642
1509,13844.689
1510,8097.8755
1511,102363.38
1512,71410.6
1513,10175.863
1514,3698.8047
1515,15586.959
1516,6011.829
1517,9172.807
1518,8494.498
1519,139240.3
1520,6025.2437
1521,6296.98
1522,13674.192
1523,6588.9097
1524,10620.78
1525,9076.513
1526,10678.253
1527,8106.2476
1528,5032.3125
1529,8196.154
1530,14570.492
1531,7831.605
1532,32184.637
1533,10842.837
1534,9376.576
1535,8631.244
1536,4992.148
1537,6318.4697
1538,20412.324
1539,6455.495
1540,13623.005
1541,44269.477
1542,57706.727
1543,4360.16
1544,11374.84
1545,211455.88
1546,14191.446
1547,6354.518
1548,191037.17
1549,38252.094
1550,5801.7046
1551,88274.03
1552,8458.796
1553,9520.9375
1554,8141.5815
1555,6901.9663
1556,24998.941
1557,7249.487
1558,9474.427
1559,15355.466
1560,5243.485
1561,12797.239
1562,5515.791
1563,9034.702
1564,39097.99
1565,7949.057
1566,33331.598
1567,11632.839
1568,161797.75
1569,6901.5747
1570,13498.971
1571,14287.9
1572,20696.902
1573,10676.653
1574,7075.8433
1575,6402.704
1576,9196.299
1577,8756.965
1578,3408.743
1579,6486.294
1580,4751.454
1581,11256.433
1582,18099.791
1583,6251.4595
1584,4445.1597
1585,11933.27
1586,9608.273
1587,6820.61
1588,17584.373
1589,3956.7856
1590,75476.99
1591,29891.305
1592,9517.986
1593,6630.5957
1594,7692.8784
1595,4259.8213
1596,24044.697
1597,5252.1924
1598,7790.0703
1599,4678.691
1600,12280.925
1601,23881.594
1602,116754.49
1603,15358.039
1604,6854.2715
1605,5029.968
1606,92693.14
1607,8770.218
1608,9485.515
1609,7119.444
1610,46452.51
1611,8015.126
1612,32403.857
1613,52290.617
1614,6719.447
1615,108067.35
1616,128816.734
1617,6847.772
1618,6640.1807
1619,9601.93
1620,11514.52
1621,4041.3535
1622,57905.004
1623,7583.0684
1624,12875.188
1625,97476.375
1626,7233.6587
1627,23558.445
1628,10970.583
1629,15278.628
1630,7336.414
1631,16038.155
1632,26996.389
1633,22913.81
1634,9875.518
1635,19038.885
1636,8641.044
1637,16252.815
1638,10678.049
1639,7571.0684
1640,73993.1
1641,3877.3845
1642,43799.434
1643,9010.84
1644,9872.817
1645,44776.473
1646,6682.6523
1647,100928.24
1648,9494.984
1649,6895.3086
1650,7700.7144
1651,7777.211
1652,5645.3394
1653,14136.929
1654,5776.913
1655,12632.424
1656,7706.322
1657,8116.581
1658,8391.712
1659,8607.745
1660,15470.979
1661,17069.29
1662,8028.9253
1663,3623.9846
1664,212209.84
1665,18742.016
1666,5892.264
1667,4715.6226
1668,34804.316
1669,5643.178
1670,4823.6567
1671,15234.989
1672,370376.72
1673,46419.05
1674,5027.1094
1675,10010.542
1676,101716.14
1677,7929.3813
1678,5487.3257
1679,95148.21
1680,4465.752
1681,189749.3
1682,20372.117
1683,91936.59
1684,17666.582
1685,9754.248
1686,80455.766
1687,32598.684
1688,6819.217
1689,10580.672
1690,4244.721
1691,19845.633
1692,10562.451
1693,7269.4277
1694,9725.362
1695,4579.692
1696,13558.559
1697,4582.6216
1698,4524.834
1699,7017.4395
1700,8945.384
1701,84660.38
1702,3752.3416
1703,62322.94
1704,16835.473
1705,9064.196
1706,59359.555
1707,6407.5415
1708,9650.01
1709,11088.342
1710,27296.61
1711,5760.5513
1712,4398.6113
1713,193540.64
1714,22616.201
1715,3971.3003
1716,9767.972
1717,5812.328
1718,11014.087
1719,4186.3413
1720,6388.1494
1721,10180.388
1722,9769.0625
1723,4307.5913
1724,10500.881
1725,17422.809
1726,11363.405
1727,6901.0186
1728,44484.137
1729,9362.628
1730,103901.0
1731,8195.079
1732,17431.188
1733,7484.023
1734,7229.78
1735,3639.7764
1736,9756.29
1737,10243.584
1738,202069.94
1739,21912.22
1740,18146.93
1741,13799.681
1742,7068.539
1743,21917.006
1744,82130.03
1745,4130.693
1746,13436.884
1747,8812.803
1748,19999.621
1749,26428.52
1750,4717.1177
1751,9475.121
1752,21713.236
1753,6135.0327
1754,141004.4
1755,8264.563
1756,27891.865
1757,7521.0815
1758,10597.818
1759,5542.6143
1760,9488.27
1761,10608.922
1762,11504.521
1763,7916.3955
1764,64930.574
1765,45106.684
1766,7964.3877
1767,11281.111
1768,5533.652
1769,4736.4995
1770,9856.387
1771,6900.3833
1772,6837.9927
1773,7090.9414
1774,19901.326
1775,7276.6113
1776,6839.8984
1777,9125.467
1778,6440.8755
1779,9587.05
1780,5866.63
1781,9851.408
1782,7361.8667
1783,8660.292
1784,24830.393
1785,38012.8
1786,11593.719
1787,9204.221
1788,11330.576
1789,2385.7363
1790,43194.734
1791,7699.823
1792,7652.0376
1793,9299.594
1794,5900.1177
1795,5275.6387
1796,11209.841
1797,8706.567
1798,26372.732
1799,9785.388
1800,5652.0454
1801,12062.406
1802,68798.695
1803,16606.686
1804,5516.733
1805,7063.6006
1806,7036.8213
1807,7226.6343
1808,19427.508
1809,9177.335
1810,7413.886
1811,4598.4746
1812,8018.953
1813,5859.965
1814,15359.747
1815,78535.04
1816,57105.574
1817,6172.86
1818,8240.896
1819,8137.5703
